patch_id,image_id,candidate_rank_global,candidate_rank_in_image,suspicion_score,crop_bbox,source_pred_instance_id,image_path,pred_mask_path,gt_mask_path,overlay_path,patch_paths
rank_00101__mexico-earthquake_00000121__pred_00003,mexico-earthquake_00000121,101,2,10.0,"[222, 0, 464, 167]",3,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00101__mexico-earthquake_00000121__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00101__mexico-earthquake_00000121__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00101__mexico-earthquake_00000121__pred_00003.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00101__mexico-earthquake_00000121__pred_00003.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00101__mexico-earthquake_00000121__pred_00003.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00101__mexico-earthquake_00000121__pred_00003.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00101__mexico-earthquake_00000121__pred_00003.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00101__mexico-earthquake_00000121__pred_00003.png""}"
rank_00102__mexico-earthquake_00000076__pred_00078,mexico-earthquake_00000076,102,1,10.0,"[17, 517, 233, 803]",78,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00102__mexico-earthquake_00000076__pred_00078.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00102__mexico-earthquake_00000076__pred_00078.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00102__mexico-earthquake_00000076__pred_00078.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00102__mexico-earthquake_00000076__pred_00078.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00102__mexico-earthquake_00000076__pred_00078.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00102__mexico-earthquake_00000076__pred_00078.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00102__mexico-earthquake_00000076__pred_00078.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00102__mexico-earthquake_00000076__pred_00078.png""}"
rank_00103__mexico-earthquake_00000090__pred_00042,mexico-earthquake_00000090,103,1,10.0,"[816, 824, 1024, 1024]",42,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00103__mexico-earthquake_00000090__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00103__mexico-earthquake_00000090__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00103__mexico-earthquake_00000090__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00103__mexico-earthquake_00000090__pred_00042.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00103__mexico-earthquake_00000090__pred_00042.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00103__mexico-earthquake_00000090__pred_00042.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00103__mexico-earthquake_00000090__pred_00042.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00103__mexico-earthquake_00000090__pred_00042.png""}"
rank_00104__mexico-earthquake_00000090__pred_00028,mexico-earthquake_00000090,104,2,10.0,"[797, 647, 1024, 917]",28,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00104__mexico-earthquake_00000090__pred_00028.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00104__mexico-earthquake_00000090__pred_00028.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00104__mexico-earthquake_00000090__pred_00028.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00104__mexico-earthquake_00000090__pred_00028.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00104__mexico-earthquake_00000090__pred_00028.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00104__mexico-earthquake_00000090__pred_00028.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00104__mexico-earthquake_00000090__pred_00028.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00104__mexico-earthquake_00000090__pred_00028.png""}"
rank_00105__mexico-earthquake_00000188__pred_00095,mexico-earthquake_00000188,105,6,10.0,"[0, 445, 211, 651]",95,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00105__mexico-earthquake_00000188__pred_00095.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00105__mexico-earthquake_00000188__pred_00095.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00105__mexico-earthquake_00000188__pred_00095.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00105__mexico-earthquake_00000188__pred_00095.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00105__mexico-earthquake_00000188__pred_00095.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00105__mexico-earthquake_00000188__pred_00095.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00105__mexico-earthquake_00000188__pred_00095.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00105__mexico-earthquake_00000188__pred_00095.png""}"
rank_00106__mexico-earthquake_00000135__pred_00061,mexico-earthquake_00000135,106,4,10.0,"[478, 282, 706, 493]",61,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00106__mexico-earthquake_00000135__pred_00061.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00106__mexico-earthquake_00000135__pred_00061.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00106__mexico-earthquake_00000135__pred_00061.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00106__mexico-earthquake_00000135__pred_00061.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00106__mexico-earthquake_00000135__pred_00061.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00106__mexico-earthquake_00000135__pred_00061.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00106__mexico-earthquake_00000135__pred_00061.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00106__mexico-earthquake_00000135__pred_00061.png""}"
rank_00107__mexico-earthquake_00000139__pred_00046,mexico-earthquake_00000139,107,7,10.0,"[185, 644, 405, 846]",46,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00107__mexico-earthquake_00000139__pred_00046.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00107__mexico-earthquake_00000139__pred_00046.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00107__mexico-earthquake_00000139__pred_00046.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00107__mexico-earthquake_00000139__pred_00046.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00107__mexico-earthquake_00000139__pred_00046.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00107__mexico-earthquake_00000139__pred_00046.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00107__mexico-earthquake_00000139__pred_00046.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00107__mexico-earthquake_00000139__pred_00046.png""}"
rank_00109__mexico-earthquake_00000061__pred_00018,mexico-earthquake_00000061,109,3,10.0,"[0, 0, 234, 204]",18,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00109__mexico-earthquake_00000061__pred_00018.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00109__mexico-earthquake_00000061__pred_00018.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00109__mexico-earthquake_00000061__pred_00018.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00109__mexico-earthquake_00000061__pred_00018.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00109__mexico-earthquake_00000061__pred_00018.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00109__mexico-earthquake_00000061__pred_00018.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00109__mexico-earthquake_00000061__pred_00018.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00109__mexico-earthquake_00000061__pred_00018.png""}"
rank_00111__mexico-earthquake_00000061__pred_00186,mexico-earthquake_00000061,111,4,10.0,"[585, 872, 856, 1024]",186,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00111__mexico-earthquake_00000061__pred_00186.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00111__mexico-earthquake_00000061__pred_00186.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00111__mexico-earthquake_00000061__pred_00186.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00111__mexico-earthquake_00000061__pred_00186.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00111__mexico-earthquake_00000061__pred_00186.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00111__mexico-earthquake_00000061__pred_00186.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00111__mexico-earthquake_00000061__pred_00186.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00111__mexico-earthquake_00000061__pred_00186.png""}"
rank_00112__mexico-earthquake_00000063__pred_00042,mexico-earthquake_00000063,112,6,10.0,"[602, 179, 836, 423]",42,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00112__mexico-earthquake_00000063__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00112__mexico-earthquake_00000063__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00112__mexico-earthquake_00000063__pred_00042.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00112__mexico-earthquake_00000063__pred_00042.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00112__mexico-earthquake_00000063__pred_00042.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00112__mexico-earthquake_00000063__pred_00042.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00112__mexico-earthquake_00000063__pred_00042.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00112__mexico-earthquake_00000063__pred_00042.png""}"
rank_00113__santa-rosa-wildfire_00000074__pred_00027,santa-rosa-wildfire_00000074,113,2,10.0,"[257, 376, 541, 567]",27,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00113__santa-rosa-wildfire_00000074__pred_00027.png""}"
rank_00114__mexico-earthquake_00000058__pred_00063,mexico-earthquake_00000058,114,2,10.0,"[27, 76, 293, 325]",63,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00114__mexico-earthquake_00000058__pred_00063.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00114__mexico-earthquake_00000058__pred_00063.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00114__mexico-earthquake_00000058__pred_00063.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00114__mexico-earthquake_00000058__pred_00063.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00114__mexico-earthquake_00000058__pred_00063.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00114__mexico-earthquake_00000058__pred_00063.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00114__mexico-earthquake_00000058__pred_00063.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00114__mexico-earthquake_00000058__pred_00063.png""}"
rank_00115__mexico-earthquake_00000188__pred_00026,mexico-earthquake_00000188,115,7,10.0,"[719, 7, 969, 234]",26,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00115__mexico-earthquake_00000188__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00115__mexico-earthquake_00000188__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00115__mexico-earthquake_00000188__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00115__mexico-earthquake_00000188__pred_00026.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00115__mexico-earthquake_00000188__pred_00026.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00115__mexico-earthquake_00000188__pred_00026.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00115__mexico-earthquake_00000188__pred_00026.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00115__mexico-earthquake_00000188__pred_00026.png""}"
rank_00116__palu-tsunami_00000113__pred_00016,palu-tsunami_00000113,116,1,10.0,"[0, 0, 175, 213]",16,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00116__palu-tsunami_00000113__pred_00016.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00116__palu-tsunami_00000113__pred_00016.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00116__palu-tsunami_00000113__pred_00016.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00116__palu-tsunami_00000113__pred_00016.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00116__palu-tsunami_00000113__pred_00016.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00116__palu-tsunami_00000113__pred_00016.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00116__palu-tsunami_00000113__pred_00016.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00116__palu-tsunami_00000113__pred_00016.png""}"
rank_00117__mexico-earthquake_00000063__pred_00026,mexico-earthquake_00000063,117,7,10.0,"[0, 32, 223, 259]",26,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00117__mexico-earthquake_00000063__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00117__mexico-earthquake_00000063__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00117__mexico-earthquake_00000063__pred_00026.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00117__mexico-earthquake_00000063__pred_00026.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00117__mexico-earthquake_00000063__pred_00026.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00117__mexico-earthquake_00000063__pred_00026.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00117__mexico-earthquake_00000063__pred_00026.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00117__mexico-earthquake_00000063__pred_00026.png""}"
rank_00118__mexico-earthquake_00000061__pred_00146,mexico-earthquake_00000061,118,5,10.0,"[752, 673, 979, 878]",146,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00118__mexico-earthquake_00000061__pred_00146.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00118__mexico-earthquake_00000061__pred_00146.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00118__mexico-earthquake_00000061__pred_00146.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00118__mexico-earthquake_00000061__pred_00146.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00118__mexico-earthquake_00000061__pred_00146.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00118__mexico-earthquake_00000061__pred_00146.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00118__mexico-earthquake_00000061__pred_00146.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00118__mexico-earthquake_00000061__pred_00146.png""}"
rank_00119__mexico-earthquake_00000076__pred_00119,mexico-earthquake_00000076,119,2,10.0,"[175, 759, 386, 1006]",119,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00119__mexico-earthquake_00000076__pred_00119.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00119__mexico-earthquake_00000076__pred_00119.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00119__mexico-earthquake_00000076__pred_00119.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00119__mexico-earthquake_00000076__pred_00119.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00119__mexico-earthquake_00000076__pred_00119.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00119__mexico-earthquake_00000076__pred_00119.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00119__mexico-earthquake_00000076__pred_00119.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00119__mexico-earthquake_00000076__pred_00119.png""}"
rank_00120__mexico-earthquake_00000063__pred_00092,mexico-earthquake_00000063,120,8,10.0,"[152, 729, 419, 979]",92,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00120__mexico-earthquake_00000063__pred_00092.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00120__mexico-earthquake_00000063__pred_00092.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00120__mexico-earthquake_00000063__pred_00092.png,/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00120__mexico-earthquake_00000063__pred_00092.png,"{""image"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/images/rank_00120__mexico-earthquake_00000063__pred_00092.png"", ""pred"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/pred_masks/rank_00120__mexico-earthquake_00000063__pred_00092.png"", ""gt"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/gt_masks/rank_00120__mexico-earthquake_00000063__pred_00092.png"", ""overlay"": ""/home/lky/code/new/xbd_building_eval/outputs/analyze_building_seg_object_watershed/merge_candidate_patches/overlays/rank_00120__mexico-earthquake_00000063__pred_00092.png""}"
